codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
3226,Técnicos de imobilizações ortopédicas,3226-tecnicos-de-imobilizacoes-ortopedicas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,2333,2188.48,Médio Completo,2111.37,952,754,198,1,8,80
3231,Técnicos em pecuária,3231-tecnicos-em-pecuaria,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",323,TÉCNICOS DA CIÊNCIA DA SAÚDE ANIMAL,653,4379.05,Médio Completo,1745.67,451,426,25,1,10,113
3241,Tecnólogos e técnicos em métodos de diagnósticos e terapêutica,3241-tecnologos-e-tecnicos-em-metodos-de-diagnosticos-e-terapeutica,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",324,TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO,52942,3784.76,Médio Completo,2660.16,9389,9129,260,8,10,167
3242,Técnicos de laboratórios de saúde e bancos de sangue,3242-tecnicos-de-laboratorios-de-saude-e-bancos-de-sangue,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",324,TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO,45502,2333.74,Médio Completo,1879.25,19978,17721,2257,3,8,99
3250,"Enólogos, perfumistas e aromistas",3250-enologos-perfumistas-e-aromistas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,2692,1619.99,Médio Completo,1643.23,2338,2165,173,3,9,80
3251,Técnico em farmácia e em manipulação farmacêutica,3251-tecnico-em-farmacia-e-em-manipulacao-farmaceutica,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,18561,2002.63,Médio Completo,1927.02,10942,9958,984,3,9,82
3252,"Técnicos em produção, conservação  e de qualidade de alimentos",3252-tecnicos-em-producao-conservacao-e-de-qualidade-de-alimentos,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,11847,2427.47,Médio Completo,2416.27,7438,6967,471,2,10,122
3253,Técnicos de apoio à biotecnologia,3253-tecnicos-de-apoio-a-biotecnologia,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",325,TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA,378,2797.82,Médio Completo,3389.8,164,155,9,2,7,54
3281,Técnicos em necrópsia e taxidermistas,3281-tecnicos-em-necropsia-e-taxidermistas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",328,TÉCNICOS EM NECRÓPSIA E TAXIDERMISTAS,1185,6266.06,Superior Completo,2260.73,94,73,21,2,11,116
3311,Professores de nível médio na educação infantil,3311-professores-de-nivel-medio-na-educacao-infantil,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",307887,2224.03,Médio Completo,1742.65,119843,105839,14004,2,10,121
3312,Professores de nível médio no ensino fundamental,3312-professores-de-nivel-medio-no-ensino-fundamental,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",532112,4236.37,Superior Completo,2346.19,21077,22955,-1878,1,8,99
3313,Professores de nível médio no ensino profissionalizante,3313-professores-de-nivel-medio-no-ensino-profissionalizante,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,331,"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE",10772,2574.85,Superior Completo,3692.28,2333,1820,513,1,11,109
3321,Professores leigos no ensino fundamental,3321-professores-leigos-no-ensino-fundamental,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,332,PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE,20398,3135.02,Superior Completo,1800.0,2904,2118,786,1,10,96
3322,Professores práticos no ensino profissionalizante,3322-professores-praticos-no-ensino-profissionalizante,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,332,PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE,4092,2908.7,Superior Completo,2580.0,1575,1496,79,1,9,108
3331,Instrutores e professores de cursos livres,3331-instrutores-e-professores-de-cursos-livres,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,333,INSTRUTORES E PROFESSORES DE ESCOLAS LIVRES,91460,2018.53,Médio Completo,2000.0,42121,47023,-4902,3,8,68
3341,Inspetores de alunos e afins,3341-inspetores-de-alunos-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,33,PROFESSORES LEIGOS E DE NÍVEL MÉDIO,334,INSPETORES DE ALUNOS E AFINS,130763,1787.48,Médio Completo,1558.04,67719,57335,10384,3,8,102
3411,"Pilotos de aviação comercial, mecânicos de vôo e afins",3411-pilotos-de-aviacao-comercial-mecanicos-de-voo-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",2672,5500.14,Médio Completo,3826.99,1313,1196,117,4,9,108
3412,"Técnicos marítimos, fluviários e pescadores de convés",3412-tecnicos-maritimos-fluviarios-e-pescadores-de-conves,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",6777,4434.54,Médio Completo,2591.72,2298,2431,-133,10,12,115
3413,Técnicos marítimos e fluviários de máquinas,3413-tecnicos-maritimos-e-fluviarios-de-maquinas,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,341,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",3644,4845.8,Médio Completo,2332.24,1487,1492,-5,5,9,105
3421,Especialistas em logística de transportes,3421-especialistas-em-logistica-de-transportes,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),58360,2849.68,Superior Completo,2343.0,48163,47608,555,5,9,89
3422,Despachantes aduaneiros,3422-despachantes-aduaneiros,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),2534,2181.39,Médio Completo,1956.94,1690,1577,113,3,7,86
3423,Técnicos em transportes rodoviários,3423-tecnicos-em-transportes-rodoviarios,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),35465,3240.57,Médio Completo,2500.0,13891,18345,-4454,3,8,78
3424,Técnicos em transportes metroferroviários,3424-tecnicos-em-transportes-metroferroviarios,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),5665,3766.81,Médio Completo,1885.0,2576,2482,94,2,10,98
3425,Técnicos em transportes aéreos,3425-tecnicos-em-transportes-aereos,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),18148,2290.14,Médio Completo,1795.53,11470,9811,1659,10,13,171
3426,Técnicos em transportes por vias navegáveis e operações portuárias,3426-tecnicos-em-transportes-por-vias-navegaveis-e-operacoes-portuarias,3,TÉCNICOS DE NIVEL MÉDIO,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,342,TÉCNICOS EM TRANSPORTES (LOGÍSTICA),3915,5816.27,Médio Completo,3051.29,1000,1018,-18,2,7,54
3511,Técnicos em contabilidade,3511-tecnicos-em-contabilidade,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,20831,4757.84,Superior Completo,3600.0,3164,3775,-611,3,12,108
3513,Técnicos em administração,3513-tecnicos-em-administracao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,42883,3849.16,Superior Completo,2300.0,13959,11685,2274,3,8,102
3514,Serventuários da justiça e afins,3514-serventuarios-da-justica-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,130746,9925.57,Superior Completo,2083.4,28169,26967,1202,8,10,148
3515,"Técnicos em secretariado, taquígrafos e estenotipistas",3515-tecnicos-em-secretariado-taquigrafos-e-estenotipistas,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,54688,2096.11,Médio Completo,2018.18,15382,15800,-418,3,8,82
3516,Técnicos em segurança do trabalho,3516-tecnicos-em-seguranca-do-trabalho,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,88217,3624.83,Médio Completo,3600.0,77509,74586,2923,2,10,105
3517,Técnicos de seguros e afins,3517-tecnicos-de-seguros-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,21537,2459.22,Médio Completo,2200.0,15272,14876,396,8,8,75
3518,Agentes de investigação e identificação,3518-agentes-de-investigacao-e-identificacao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,41517,10876.74,Superior Completo,5000.0,13,14,-1,3,11,89
3519,Técnicos da inteligência,3519-tecnicos-da-inteligencia,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,351,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,458,2262.83,Médio Completo,1858.68,234,163,71,2,4,31
3522,Agentes da saúde e do meio ambiente,3522-agentes-da-saude-e-do-meio-ambiente,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",111532,3765.19,Médio Completo,2799.82,9408,8666,742,2,8,117
3523,Agentes  fiscais metrológicos e de qualidade,3523-agentes-fiscais-metrologicos-e-de-qualidade,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",10878,3477.45,Médio Completo,2500.0,3565,3589,-24,4,8,92
3524,Profissionais de direitos autorais e de avaliacão de produtos dos meios de comunicação,3524-profissionais-de-direitos-autorais-e-de-avaliacao-de-produtos-dos-meios-de-comunicacao,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,352,"TÉCNICOS DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA",468,2170.0,Superior Completo,2100.0,246,199,47,3,8,62
3532,Técnicos em operações e serviços bancários,3532-tecnicos-em-operacoes-e-servicos-bancarios,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,353,TÉCNICOS DE NÍVEL MÉDIO EM OPERAÇÕES FINANCEIRAS,7618,4321.91,Superior Completo,3197.22,1044,1923,-879,7,8,104
3541,Especialistas em promoção de produtos e vendas,3541-especialistas-em-promocao-de-produtos-e-vendas,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,269978,2208.22,Médio Completo,1928.0,313430,299588,13842,7,8,116
3542,Compradores,3542-compradores,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,61381,3882.56,Superior Completo,3715.06,30554,33417,-2863,2,8,78
3543,Analistas de comércio exterior,3543-analistas-de-comercio-exterior,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,9919,4546.12,Superior Completo,4500.0,6688,6833,-145,1,7,52
3544,Leiloeiros e avaliadores,3544-leiloeiros-e-avaliadores,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,3185,2796.16,Médio Completo,2130.0,1764,1577,187,3,8,84
3545,Corretores de seguros,3545-corretores-de-seguros,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,1138,2280.08,Médio Completo,1640.0,886,767,119,1,8,66
3546,Corretores de imóveis e de grãos,3546-corretores-de-imoveis-e-de-graos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,2296,2055.74,Médio Completo,2000.0,1910,2011,-101,2,10,86
3547,Representantes comerciais autônomos,3547-representantes-comerciais-autonomos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,2574,2135.81,Médio Completo,1993.32,1989,1847,142,1,8,66
3548,Técnicos em serviços de turismo e organização de eventos,3548-tecnicos-em-servicos-de-turismo-e-organizacao-de-eventos,3,TÉCNICOS DE NIVEL MÉDIO,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,354,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,20086,2320.69,Médio Completo,2035.0,27226,22587,4639,5,12,102
3711,Técnicos em biblioteconomia,3711-tecnicos-em-biblioteconomia,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,10539,1991.95,Médio Completo,1805.83,1525,1379,146,2,8,128
3712,Técnicos em museologia e afins,3712-tecnicos-em-museologia-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,358,5541.87,Superior Completo,2739.42,63,52,11,2,10,133
3713,Técnicos em artes gráficas,3713-tecnicos-em-artes-graficas,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,1396,3690.65,Médio Completo,2000.0,651,545,106,2,9,56
3714,Recreadores,3714-recreadores,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",371,TÉCNICOS DE SERVIÇOS CULTURAIS,43776,1581.29,Médio Completo,1700.0,31536,28744,2792,2,10,113
3721,Captadores de imagens em movimento,3721-captadores-de-imagens-em-movimento,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",372,"TÉCNICOS EM OPERAÇÃO DE CÂMARA FOTOGRÁFICA , CINEMA E DE TELEVISÃO",5125,2499.66,Médio Completo,2000.0,2345,2233,112,3,6,41
3722,Operadores de rede de teleprocessamento e afins,3722-operadores-de-rede-de-teleprocessamento-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",372,"TÉCNICOS EM OPERAÇÃO DE CÂMARA FOTOGRÁFICA , CINEMA E DE TELEVISÃO",12107,2120.03,Médio Completo,1729.0,6774,6931,-157,2,8,77
3731,Técnicos de operação de registros sonoro/audiovisuais,3731-tecnicos-de-operacao-de-registros-sonoro-audiovisuais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",373,"TÉCNICOS EM OPERAÇÃO DE EMISSORAS DE RÁDIO, SISTEMAS DE TELEVISÃO E DE PRODUTORAS DE VÍDEO",12076,2533.25,Médio Completo,2266.83,4798,4456,342,5,9,101
3732,Supervisores operacionais e técnicos em mídias audiovisuais,3732-supervisores-operacionais-e-tecnicos-em-midias-audiovisuais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",373,"TÉCNICOS EM OPERAÇÃO DE EMISSORAS DE RÁDIO, SISTEMAS DE TELEVISÃO E DE PRODUTORAS DE VÍDEO",3041,4415.71,Médio Completo,3466.67,772,1044,-272,3,5,60
3741,Técnicos em áudio,3741-tecnicos-em-audio,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",7683,2025.87,Médio Completo,1906.0,5074,4361,713,11,9,108
3742,Técnicos em cenografia,3742-tecnicos-em-cenografia,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",1229,3093.8,Médio Completo,1941.0,1131,837,294,3,6,75
3743,Técnicos em operação de aparelhos de projeção,3743-tecnicos-em-operacao-de-aparelhos-de-projecao,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",478,2454.46,Médio Completo,1864.85,219,229,-10,2,7,56
3744,"Técnicos em montagem, edição e finalização de mídia audiovisual",3744-tecnicos-em-montagem-edicao-e-finalizacao-de-midia-audiovisual,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",374,"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO",9210,2674.76,Médio Completo,2268.26,6056,5515,541,5,8,95
3751,"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)",3751-designers-de-interiores-de-vitrines-e-visual-merchandiser-e-afins-nivel-medio,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",375,DECORADORES E VITRINISTAS,7387,2053.33,Médio Completo,2000.0,4793,5168,-375,6,8,131
3761,Dançarinos tradicionais e populares,3761-dancarinos-tradicionais-e-populares,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,161,2084.99,Superior Completo,5500.0,96,93,3,2,9,76
3762,Artistas de circo (circenses),3762-artistas-de-circo-circenses,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,275,1969.11,Médio Completo,2100.0,130,119,11,11,8,77
3763,"Apresentadores de eventos, programas e espetáculos",3763-apresentadores-de-eventos-programas-e-espetaculos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,1320,2252.16,Médio Completo,2000.0,1171,932,239,6,8,66
3764,Modelos,3764-modelos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",376,ARTISTAS DE ARTES POPULARES E MODELOS,110,2073.33,Médio Completo,2058.0,57,74,-17,3,9,78
3771,Atletas profissionais,3771-atletas-profissionais,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",377,"ATLETAS, DESPORTISTAS E AFINS",9881,1593.13,Médio Completo,1650.0,13810,13123,687,9,9,95
3772,Árbitros desportivos,3772-arbitros-desportivos,3,TÉCNICOS DE NIVEL MÉDIO,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS",377,"ATLETAS, DESPORTISTAS E AFINS",510,3660.74,Superior Completo,3500.0,115,117,-2,9,10,103
3911,"Planejadores, programadores e controladores de produção e manutenção",3911-planejadores-programadores-e-controladores-de-producao-e-manutencao,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,391,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS,107149,3820.65,Médio Completo,2021.12,80215,80219,-4,9,8,70
3912,Técnicos de controle da produção,3912-tecnicos-de-controle-da-producao,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,391,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS,155046,2875.09,Médio Completo,2327.0,92895,98972,-6077,6,7,41
3951,Técnicos de apoio em pesquisa e desenvolvimento,3951-tecnicos-de-apoio-em-pesquisa-e-desenvolvimento,3,TÉCNICOS DE NIVEL MÉDIO,39,OUTROS TÉCNICOS DE NÍVEL MÉDIO,395,TÉCNICOS DE APOIO EM PESQUISA E DESENVOLVIMENTO,13732,5141.52,Superior Completo,3786.48,5908,5751,157,2,7,75
4101,Supervisores administrativos,4101-supervisores-administrativos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,410,SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público),373789,3097.55,Médio Completo,3000.0,84715,119760,-35045,1,8,86
4102,"Supervisores de serviços financeiros, de câmbio e de controle",4102-supervisores-de-servicos-financeiros-de-cambio-e-de-controle,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,410,SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público),78192,3550.73,Médio Completo,3036.0,28632,37916,-9284,8,11,137
4110,"Agentes, assistentes e auxiliares administrativos",4110-agentes-assistentes-e-auxiliares-administrativos,4,TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,41,ESCRITURÁRIOS,411,"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS",3570446,1993.66,Médio Completo,1800.0,1731696,1578442,153254,11,10,136
